Date,Close,Open,High,Low,Volume
2017-05-30,6.158597,6.034015,6.202455,6.031472,4041000.000000
2017-05-31,6.156691,6.290809,6.323862,6.065160,6340500.000000
2017-06-01,6.171947,6.184024,6.216441,6.061348,3088500.000000
2017-06-02,6.355644,6.278732,6.384883,6.148430,5817000.000000
2017-06-05,6.410944,6.356915,6.505017,6.337211,4200000.000000
2017-06-06,6.474506,6.325133,6.598453,6.306700,5025000.000000
2017-06-07,6.626421,6.548875,6.689348,6.512008,6444000.000000
2017-06-08,6.973474,6.754818,6.978558,6.600360,7707000.000000
2017-06-09,6.094400,7.119033,7.187681,5.685056,32179500.000000
2017-06-12,5.992065,5.842692,5.992065,5.477842,22534500.000000
2017-06-13,6.107749,6.289539,6.292717,5.884008,14511000.000000
2017-06-14,5.910705,6.180847,6.223433,5.717474,11181000.000000
2017-06-15,5.768323,5.602424,5.829979,5.596704,8821500.000000
2017-06-16,5.701582,5.786121,5.907525,5.650096,8154000.000000
2017-06-19,6.026388,5.878286,6.054355,5.875108,11425500.000000
2017-06-20,5.826167,6.095672,6.143980,5.818539,8809500.000000
2017-06-21,6.024481,5.905618,6.032109,5.831886,6385500.000000
2017-06-22,5.979353,6.055628,6.060714,5.895450,7081500.000000
2017-06-23,6.034650,5.956468,6.133808,5.925323,5433000.000000
2017-06-26,5.884644,6.181482,6.236146,5.784215,11284500.000000
2017-06-27,5.409194,5.765146,5.789300,5.402838,13833000.000000
2017-06-28,5.685692,5.521700,5.707939,5.344359,9801000.000000
2017-06-29,5.259185,5.566829,5.607509,5.030995,18418500.000000
2017-06-30,5.180368,5.311308,5.391397,5.107271,8343000.000000
2017-07-03,4.957898,5.273805,5.324020,4.957898,6811500.000000
2017-07-05,5.272534,5.021461,5.291603,5.021461,9180000.000000
2017-07-06,5.202615,5.089473,5.334825,5.046885,8092500.000000
2017-07-07,5.458137,5.308128,5.522335,5.246473,7816500.000000
2017-07-10,5.653912,5.517887,5.688872,5.420636,6774000.000000
2017-07-11,5.786757,5.642469,5.795656,5.587170,7659000.000000
2017-07-12,6.062619,5.943121,6.100121,5.889728,14623500.000000
2017-07-13,6.011769,6.099486,6.205000,5.949478,13311000.000000
2017-07-14,6.252036,6.101392,6.255850,6.056899,9894000.000000
2017-07-17,6.171947,6.296530,6.314963,6.104571,8266500.000000
2017-07-18,6.229789,6.060077,6.229789,5.989522,5998500.000000
2017-07-19,6.396959,6.324497,6.401409,6.267927,6400500.000000
2017-07-20,6.452259,6.419207,6.478955,6.244409,5653500.000000
2017-07-21,6.286996,6.306065,6.322591,6.185931,6243000.000000
2017-07-24,6.225340,6.304158,6.305429,6.194195,5100000.000000
