rules.ma_window,rules.exit_band,rules.mom_window,rules.trail_pct,rules.target_vol_annual,rules.cooldown_days,cagr,mdd,calmar,rec,uw,worst_year,expo,is_cagr,is_mdd,oos_cagr,oos_mdd,n_trades
100,0.03,20,0.35,0.25,5,0.1060033247916099,-0.39564208737975404,0.26792732161951066,368.0,1233,-0.21858585212465775,0.2590403463270719,0.08374602973093515,-0.39564208737975404,0.14296082162697576,-0.3248316184855844,239
100,0.03,20,0.35,0.25,20,0.1023838209081076,-0.3692252514035437,0.2772936588678966,360.0,1270,-0.20960664120098849,0.2486758935142,0.09007180064959242,-0.3692252514035437,0.12032625011097653,-0.3432028104753766,223
100,0.03,20,0.35,0.35,5,0.11419065980531307,-0.48413562038383795,0.23586502417396826,368.0,2021,-0.31078840572649946,0.3593776528339426,0.09316283971196393,-0.48413562038383795,0.14664457484158944,-0.4590559115624139,282
100,0.03,20,0.35,0.35,20,0.1089725002869737,-0.4830678141057233,0.22558427016858584,646.0,2544,-0.33392061324746136,0.343290279364208,0.09960363012302076,-0.4514728178802748,0.11931417228989827,-0.4830678141057233,275
100,0.03,20,0.35,0.5,5,0.14554934524723606,-0.6140794599293388,0.23702037723910227,419.0,2507,-0.4210918773086174,0.4858062923223224,0.11382936659464926,-0.6140794599293388,0.19558831379111652,-0.5356642482537697,284
100,0.03,20,0.35,0.5,20,0.140451879531589,-0.6021187521813987,0.2332627559310351,589.0,2584,-0.35747136002575475,0.46370856828421586,0.11985455992980376,-0.6021187521813987,0.16889913989606153,-0.5606248374586644,260
100,0.03,60,0.15,0.25,5,0.07554286033110436,-0.4313056232088157,0.17514925905459489,550.0,1553,-0.23455273456239978,0.223800491044963,0.05702290949797684,-0.4313056232088157,0.10670657946114814,-0.3381938803327357,378
100,0.03,60,0.15,0.25,20,0.033011296315234695,-0.4884402274365147,0.06758513009562743,496.0,1758,-0.24848245420428994,0.17675603544542506,0.02683539844148064,-0.4884402274365147,0.03973653679961142,-0.35048700453496073,283
100,0.03,60,0.15,0.35,5,0.08270079121207718,-0.5240127087863832,0.1578221097034321,550.0,1758,-0.29331763279380796,0.31169670910492425,0.050650731691116224,-0.5240127087863832,0.13693643676499434,-0.45164339223618766,422
100,0.03,60,0.15,0.35,20,0.020092649799821505,-0.5801507060487263,0.034633500554826425,2736.0,3521,-0.32834900476928286,0.24390365816317175,0.00947405712171423,-0.5801507060487263,0.033343286882012935,-0.47723459697492665,304
100,0.03,60,0.15,0.5,5,0.09858185204008518,-0.6723059427635951,0.1466324269496303,1617.0,2296,-0.3980960072569787,0.4190668557570844,0.057233610695825554,-0.6723059427635951,0.168375150109636,-0.5379325817326492,405
100,0.03,60,0.15,0.5,20,0.02619142872047875,-0.6354632117243793,0.04121627851501624,533.0,2228,-0.39287480840974365,0.3264212154038351,0.014843059029361338,-0.6354632117243793,0.03819165524209289,-0.5685798436600831,293
100,0.03,60,0.25,0.25,5,0.1095270831389632,-0.3711696561339909,0.2950863071075625,302.0,1268,-0.18353449839062952,0.25067679519155744,0.07853202473902554,-0.3711696561339909,0.16359704741568026,-0.2827377766187833,260
100,0.03,60,0.25,0.25,20,0.12023735381806278,-0.3977079581310312,0.30232574269597257,249.0,2344,-0.14233626187469806,0.23248140669952805,0.07303710428785593,-0.3977079581310312,0.2070472754884134,-0.2873028012092933,219
100,0.03,60,0.25,0.35,5,0.11792867563583909,-0.4551938203339235,0.25907354267096233,263.0,2542,-0.26229167251104146,0.34684935611838363,0.0778713222280416,-0.4551938203339235,0.187960281447626,-0.40723408616377377,312
100,0.03,60,0.25,0.35,20,0.13051403363243863,-0.468080213654108,0.278828349982089,249.0,3254,-0.25164875078405147,0.3207504262160356,0.0712111184965869,-0.468080213654108,0.24037212996797352,-0.4192181070788278,265
100,0.03,60,0.25,0.5,5,0.14948868480597377,-0.5808652117329733,0.25735520355915975,390.0,3291,-0.3618801050539744,0.4656477636028376,0.09552703781747529,-0.5808652117329733,0.24462425774719798,-0.4832997590311421,295
100,0.03,60,0.25,0.5,20,0.17600625330930342,-0.6037772090602642,0.2915086072613514,551.0,3291,-0.2769507558389196,0.4286158190698237,0.08299474154281827,-0.6037772090602642,0.356256285933819,-0.5184579147862696,252
100,0.03,60,0.35,0.25,5,0.11483353216661296,-0.39674305283191713,0.2894405619630672,368.0,1270,-0.23025736167353628,0.25816353852126567,0.08558168499499863,-0.39674305283191713,0.16542810939692876,-0.3207509105531535,231
100,0.03,60,0.35,0.25,20,0.10102303903423815,-0.3899143787383679,0.2590903145483242,367.0,2541,-0.20960664120098882,0.24451809344916536,0.08222413900539993,-0.3899143787383679,0.13132751658806652,-0.3432028104753776,205
